1C2H2O2Ti3-1-2--1_0_0_-1-Iz--0.33_-0.67.vasp,0.0,0.0
1C2H2O2Ti3-1-2--1_0_0_-1-Iz--0.67_-0.33.vasp,0.0,0.0
1C2H2O2Ti3-1-2-1_0_0_1--0.67_-0.33.vasp,0.0,0.0
1C2F2Y3-1-2--1_0_0_-1-Iz-0.5_0.vasp,0.0,0.0
1C2O2Nb3-1-2--1_0_0_-1-Iz--0.33_-0.67.vasp,0.0,0.0
1C2O2Nb3-1-2--1_0_0_-1-Iz--0.67_-0.33.vasp,0.0,0.0
1C2O2Nb3-1-2-1_0_0_1--0.67_-0.33.vasp,0.0,0.0
1C2O2Ta3-1-2--1_0_0_-1-Iz--0.33_-0.67.vasp,0.0,0.0
1C2O2Ta3-1-2--1_0_0_-1-Iz--0.67_-0.33.vasp,0.0,0.0
1C2O2Ta3-1-2-1_0_0_1--0.67_-0.33.vasp,0.0,0.0
1C2O2Ti3-1-2--1_0_0_-1-Iz--0.33_-0.67.vasp,0.0,0.0
1C2O2Ti3-1-2--1_0_0_-1-Iz--0.67_-0.33.vasp,0.0,0.0
1C2O2Ti3-1-2-1_0_0_1--0.67_-0.33.vasp,0.0,0.0
1F2N2Y3-1-2--1_0_0_-1-Iz--0.33_-0.67.vasp,0.0,0.0
1F2N2Y3-1-2-1_0_0_1--0.67_-0.33.vasp,0.0,0.0
1N2O2Hf3-1-2--1_0_0_-1-Iz--0.33_-0.67.vasp,0.208,0.319780037
1N2O2Hf3-1-2--1_0_0_-1-Iz--0.67_-0.33.vasp,0.285,0.319780037
1N2O2Hf3-1-2-1_0_0_1--0.67_-0.33.vasp,0.209,0.319780037
1N2O2Ti3-1-2--1_0_0_-1-Iz--0.33_-0.67.vasp,0.0,0.0
1N2O2Ti3-1-2--1_0_0_-1-Iz--0.67_-0.33.vasp,0.0,0.0
1N2O2Ti3-1-2-1_0_0_1--0.67_-0.33.vasp,0.0,0.0
1N2O2Ti3-1-2-1_0_0_1-0_0.vasp,0.0,0.0
1N2O2V3-1-2--1_0_0_-1-Iz--0.33_-0.67.vasp,0.0,0.0
1N2O2V3-1-2--1_0_0_-1-Iz--0.67_-0.33.vasp,0.0,0.0
1N2O2V3-1-2-1_0_0_1--0.67_-0.33.vasp,0.0,0.0
1Al2Mg2Se5-1-2--1_0_0_-1--0.33_-0.67.vasp,1.0,1.113907419
1Al2Mg2Se5-1-2--1_0_0_-1-0_0.vasp,1.015,1.113907419
